id,donor,donor_short,canonical_key,aliases,donor_category,website,ngo_eligible,for_profit_eligible,direct_local_org_eligible,govt_or_ccm_route_required,grant_route,procurement_tender_route,loan_dev_finance_route,subrecipient_partner_possible,open_call_unsolicited,invitation_solicited,two_stage_application,online_portal_submission,active_route_status,funding_scope_geographic,lmic_africa_focus,global_multi_country_scope,priority_program_areas,infectious_diseases_fit,hiv_aids_fit,tb_fit,malaria_fit,immunization_vaccines_fit,mnch_fit,srhr_family_planning_fit,nutrition_fit,ncds_fit,hss_fit,digital_health_data_ai_fit,education_fit,economic_development_fit,climate_environment_fit,agriculture_food_security_fit,governance_equity_rights_fit,local_registration_required,local_board_required,authorized_signatory_signoff_required,govt_endorsement_letter_required,tax_exempt_status_required,sam_uei_registration_required,prior_track_record_required,partnership_mandatory,local_partner_required,prefinance_required,cost_sharing_match_required,audited_financials_required,ethics_irb_approval_required,concept_note_required,full_technical_proposal_required,detailed_budget_required,budget_narrative_required,logframe_results_framework_required,theory_of_change_required,workplan_timeline_required,mande_plan_required,cvs_key_personnel_required,org_capacity_statement_required,letters_of_support_required,partner_mou_required,registration_certificate_required,bank_details_required,due_diligence_questionnaire_required,safeguarding_policy_required,data_management_plan_required,risk_management_plan_required,sustainability_exit_plan_required,gender_inclusion_plan_required,environmental_safeguard_required,procurement_plan_required,org_chart_staffing_required,audit_report_required,references_required,award_low_usd,award_high_usd,total_annual_funding_global,funding_mechanism,verification_level,verification_caveats,evidence_summary,notes,source_urls,updated_at,hq_address,hq_country,main_phone,general_email,contact_persons,contact_emails,contact_phones,donor_linkedin_url,contact_linkedin_urls,other_profile_urls,award_size_basis,online_source_check_status,last_checked,row_type,summary_description,mission,vision,donor_values,strategy_url,total_awards,total_funding_to_date,current_awards,past_awards,projected_budget,funding_cycle,recent_activity,application_process,reporting_requirements,past_projects_json,funded_geographies,projected_budget_period,founded,parent_organization,strategic_priorities,in_scope,out_of_scope,selection_criteria,funding_programs,funding_tiers_json,eligibility_notes,application_deadlines,submission_portal_url,strategic_fit_notes,gaps_risks,recommended_approach,program_area_ratings,funders_collaborators,independent_entity_required,welcome_registration_required,hq_country_required,org_stage_required,max_annual_budget_usd,min_track_record_usd,required_partner_type,required_partner_country,max_request_pct_of_budget,min_cofinancing_secured_pct,donor_type,is_dual_role_implementer,opportunity_listing_urls
55,Unitaid,Unitaid,unitaid,Unitaid; UNITAID,Multilaterals & development banks,https://unitaid.org,yes,yes,Yes — direct,,yes,yes,,,yes,,yes,yes,Active,"[""Sub-Saharan Africa"",""LMICs"",""Global""]",yes,,"[""Diagnostics"",""Digital Health (+AI)"",""Research"",""Health Financing"",""HIV/AIDS"",""Malaria & NTDs"",""Pandemic Response"",""Tuberculosis"",""Cancer"",""MNCH"",""Market Shaping""]",yes,yes,yes,yes,,yes,,,yes,yes,yes,,,,,,,,yes,,,,yes,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,,$5.00M,$50.00M,$300-400M annually,"[""Grants"",""Procurement / contracts"",""Technical assistance""]",high,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,"Unitaid funds through calls for proposals. proposal packages commonly include project plan, budget, Gantt, organizational details/CVs, declarations, policies, and audited financials.","Check the live Unitaid CFP package because annexes vary by call. Co-funds with Gates. Active CFPs for lenacapavir, maternal health, cervical cancer. Long-acting PrEP (lenacapavir) rollout opportunity. Key populations access, prevention innovations. New diagnostics, DR-TB treatment, pediatric focus. Drug resistance response, treatment access. $50M commitment for cervical cancer + maternal health. $50M commitment over 2 years. Major opportunity. Liquid Oxygen (LOX) proeject. $50M commitment. Screening and treatment scale-up. Diagnostics, treatment pipelines, manufacturing.",https://unitaid.org/apply-for-funding/; https://unitaid.org/calls-for-proposals; https://unitaid.org/apply-for-funding/calls-for-proposals-frequently-asked-questions; https://unitaid.org,2026-06-24T00:00:00+01:00,"Global Health Campus, Chemin du Pommier 40, 5th floor, 1218 Le Grand-Saconnex, Geneva, Switzerland",Switzerland,,,,,,https://www.linkedin.com/company/unitaid,,https://unitaid.org/contact-us/,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Online portal submission,Unknown,[],,,2006,,,,,,,[],,,,,,,"{""Diagnostics"":5,""Digital Health (+AI)"":4,""Research"":4,""Health Financing"":4,""HIV/AIDS"":5,""Malaria & NTDs"":5,""Pandemic Response"":4,""Tuberculosis"":5,""Cancer"":4,""MNCH"":4,""Market Shaping"":5}",,,,,,,,,,,,Multilateral / Development Bank / Global Health Partnership,no,https://unitaid.org/apply-for-funding/|https://unitaid.org/calls-for-proposals|https://unitaid.org/apply-for-funding/calls-for-proposals-frequently-asked-questions
54,United Nations Children’s Fund (UNICEF),UNICEF,unicef,United Nations Children's Fund; United Nations Children’s Fund (UNICEF),Multilaterals & development banks,https://www.unicef.org,yes,yes,Unknown,,yes,yes,,yes,,,,,Active,"[""Global""]",yes,yes,"[""Basic Education"",""Democracy & Civic Participation"",""Emergency Response"",""MNCH"",""Nutrition"",""Vaccines"",""Human Rights & Justice""]",,,,,,yes,,yes,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Procurement / contracts"",""Grants"",""Technical assistance"",""In-kind / commodities""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,"Child rights, health, nutrition, education, WASH, social policy, and emergency support. works heavily through country programmes and partnerships.",,https://www.unicef.org; https://www.unicef.org/partnerships; https://www.unicef.org/supply/tender-calendars; https://www.ungm.org/Public/Notice?agencyEnglishAbbreviation=UNICEF,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,1946,,,,,,,[],,,,,,,"{""Basic Education"":5,""Democracy & Civic Participation"":4,""Emergency Response"":5,""MNCH"":5,""Nutrition"":5,""Human Rights & Justice"":4,""Vaccines"":5}",,,,,,,,,,,,Multilateral / Development Bank / Global Health Partnership,no,https://www.unicef.org/supply/tender-calendars|https://www.ungm.org/Public/Notice?agencyEnglishAbbreviation=UNICEF
102,United Nations Development Programme (UNDP),UNDP,undp,United Nations Development Programme (UNDP),Multilaterals & development banks,https://www.undp.org,yes,yes,Unknown,,yes,yes,,yes,,,,,Active,"[""Global""]",yes,yes,"[""Digital Health (+AI)"",""Health Financing"",""Democracy & Civic Participation"",""Climate Adaptation & Resilience"",""Jobs & Skills"",""MSME & Entrepreneurship""]",,,,,,,,,,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Procurement / contracts"",""Grants"",""Technical assistance""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Publicly mapped priorities in uploaded donor intelligence include: Sustainable development. Poverty reduction. Health system strengthening.,,https://www.undp.org/; https://www.undp.org/funding; https://procurement-notices.undp.org/; https://www.undp.org/procurement,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,1965,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Health Financing"":5,""Jobs & Skills"":5,""MSME & Entrepreneurship"":4,""Climate Adaptation & Resilience"":5,""Democracy & Civic Participation"":5}",,,,,,,,,,,,Multilateral / Development Bank / Global Health Partnership,no,https://www.undp.org/funding|https://procurement-notices.undp.org/|https://www.undp.org/procurement
53,United Nations High Commissioner for Refugees,UNHCR,united nations high commissioner for refugees,United Nations High Commissioner for Refugees,Multilaterals & development banks,https://www.unhcr.org,yes,yes,Yes — via competitive RFP / invited proposal,,yes,yes,,,,,,,Active,"[""Global""]",,,"[""Migration & Displacement"",""Emergency Response"",""Shelter & Settlements"",""Human Rights & Justice""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Procurement / contracts"",""Technical assistance"",""In-kind / commodities""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Official website and opportunity/policy page identified; field-level eligibility remains call-specific unless captured from a binding call package.,,https://www.unhcr.org/; https://www.unhcr.org/supply/procurement,2026-06-24T00:00:00+01:00,,Switzerland,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,,,,,,,,[],,,,,,,"{""Migration & Displacement"":5,""Human Rights & Justice"":5,""Emergency Response"":5,""Shelter & Settlements"":5}",,,,,,,,,,,,Multilateral / Development Bank / Global Health Partnership,no,https://www.unhcr.org/supply/procurement|https://www.ungm.org/Public/Notice
52,United Nations Population Fund (UNFPA),UNFPA,unfpa,United Nations Population Fund; United Nations Population Fund (UNFPA),Multilaterals & development banks,https://www.unfpa.org,yes,yes,Unknown,,yes,yes,,yes,,,,,Active,"[""Global""]",yes,yes,"[""MNCH"",""SRH"",""Gender Equality & GBV"",""Emergency Response""]",,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Procurement / contracts"",""Grants"",""Technical assistance"",""In-kind / commodities""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Publicly mapped priorities in uploaded donor intelligence include: Reproductive health. Family planning. Maternal health.,,https://www.unfpa.org/; https://www.unfpa.org/suppliers,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,1969,,,,,,,[],,,,,,,"{""MNCH"":5,""SRH"":5,""Gender Equality & GBV"":5,""Emergency Response"":5}",,,,,,,,,,,,Multilateral / Development Bank / Global Health Partnership,no,https://www.unfpa.org/suppliers|https://www.ungm.org/Public/Notice
8,United States Agency for International Development (USAID),USAID,usaid,USAID; USAID/CDC; USAID / U.S. Govt; United States Agency for International Development (USAID),U.S. federal agencies,U.S. Embassy Yaoundé,yes,yes,Yes — direct,yes,yes,yes,,yes,,,,yes,Active,"[""Global"",""LMICs""]",,,"[""Diagnostics"",""Digital Health (+AI)"",""Market Shaping"",""Basic Education"",""Health Financing"",""HIV/AIDS"",""Pandemic Response"",""Tuberculosis"",""MNCH"",""SRH"",""Malaria & NTDs"",""Food Security & Resilience"",""MSME & Entrepreneurship""]",yes,yes,yes,,,yes,yes,,yes,yes,yes,yes,yes,,,,,,yes,,,yes,yes,,,,yes,,,,yes,yes,yes,yes,,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,$2.00M,$25.00M,$12B+ annually,"[""Procurement / contracts"",""Grants"",""Technical assistance"",""Co-financing""]",high,"ROUTE STATUS CHANGED. Do not treat USAID as an active prime grant route for new RFPs. Pre-2025 requirement fields are retained for historical reference only. Any current US bilateral health funding now flows through the US Department of State / Bureau of Global Health Security and Diplomacy and is subject to the 2025 foreign-aid freeze. Sources: KFF USAID timeline; Devex; ABC News (Rubio statement, 1 Jul 2025). Verified 2026-06-06.","USAID notices use U.S. federal registration/submission rules and commonly require technical and cost applications, budget narrative, institutional capacity, and compliance documents.","Cost share, consortium rules, and foreign eligibility vary by NOFO/RFA. New framework (Dec 2025). 49% reduction. Focus on disease surveillance, labs, data. New framework. Reduced funding levels. Reduced funding under new framework. Commodity procurement and distribution. Disease surveillance, lab capacity (MOU priority). Data systems priority in new MOU. Disease surveillance, outbreak preparedness (MOU priority).",https://www.grants.gov/learn-grants/grant-eligibility; https://apply07.grants.gov/apply/opportunities/instructions/PKG00276629-instructions.pdf; https://www.grants.gov/search-results-detail/353507; https://www.grants.gov; https://www.usaid.gov/work-usaid/get-grant-or-contract; https://www.usaid.gov; https://www.usaid.gov/business-forecast; https://www.grants.gov/search-grants,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Online portal submission,Unknown,[],,,1961,,,,,,,[],,,,,,,"{""Diagnostics"":4,""Digital Health (+AI)"":4,""Market Shaping"":4,""Basic Education"":4,""Health Financing"":5,""HIV/AIDS"":5,""Pandemic Response"":4,""Tuberculosis"":5,""MNCH"":5,""SRH"":4,""Food Security & Resilience"":5,""MSME & Entrepreneurship"":4,""Malaria & NTDs"":5}",,,,,,,,,,,,U.S. Federal Grantmaker / Procurement Agency,no,https://www.grants.gov/learn-grants/grant-eligibility|https://apply07.grants.gov/apply/opportunities/instructions/PKG00276629-instructions.pdf|https://www.grants.gov/search-results-detail/353507|https://www.grants.gov|https://www.usaid.gov/work-usaid/get-grant-or-contract|https://www.usaid.gov/business-forecast|https://www.grants.gov/search-grants
56,US Department of State,USDoS,us department of state,US Department of State,U.S. federal agencies,https://www.state.gov,yes,yes,Yes — via competitive RFP / invited proposal,,yes,yes,,,,,,yes,Active,"[""Global""]",,,"[""Democracy & Civic Participation"",""Human Rights & Justice"",""Peace & Conflict"",""Emergency Response""]",,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,,,,,yes,yes,yes,yes,,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,,yes,yes,,,,,,,,"[""Grants"",""Procurement / contracts""]",high,"US federal foreign-assistance funding is affected by the 2025 foreign-aid freeze and the State Department reorganisation that absorbed USAID. Confirm the specific route is active and funded, and that foreign (non-US) entities remain eligible, before relying on this row. Verified 2026-06-06.",U.S. Department of State grants use Grants.gov/SAM/UEI rules. Embassy Sub-Saharan Africa grants page explicitly states SAM.gov registration is required for federal grants/contracts.,Cost share and foreign eligibility depend on each NOFO.,https://www.grants.gov/learn-grants/grant-eligibility; https://www.grants.gov; https://www.state.gov; https://www.state.gov/grants/; https://www.grants.gov/search-grants,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Online portal submission,Unknown,[],,,,,,,,,,[],,,,,,,"{""Democracy & Civic Participation"":5,""Human Rights & Justice"":5,""Peace & Conflict"":5,""Emergency Response"":5}",,,,,,,,,,,,U.S. Federal Grantmaker / Procurement Agency,no,https://www.grants.gov/learn-grants/grant-eligibility|https://www.grants.gov|https://www.state.gov/grants/|https://www.grants.gov/search-grants
71,Vitol Foundation,,vitol foundation,Vitol Foundation,International philanthropies & foundations,,,,Yes — direct,,yes,,,yes,,,,,Unknown,"[""Sub-Saharan Africa"",""Africa""]",yes,,"[""Digital Health (+AI)"",""Basic Education"",""Early Childhood Development"",""Emergency Response"",""Hygiene"",""Safe Water"",""Sanitation"",""MNCH"",""Nutrition""]",,,,,,yes,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00M,$20.00M,,"[""Grants""]",low,Opportunity listing URL not verified in this pass.,"Publicly mapped priorities in uploaded donor intelligence include: Neonatal & Child Survival. Maternal, Neonatal & Child Health. Strong Africa focus.","No previous partnership. Focus on Early Childhood Care, nutrition, and Education, Adolescent Health, Water, Sanitation, and Hygiene, Humanitarian Emergencies.",https://vitol-foundation.com/; https://vitol-foundation.com/our-approach/,2026-06-24T00:00:00+01:00,,,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Basic Education"":4,""Early Childhood Development"":4,""Emergency Response"":4,""Hygiene"":4,""Safe Water"":4,""Sanitation"":4,""MNCH"":4,""Nutrition"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
80,W.K. Kellogg Foundation,,w.k. kellogg foundation,W.K. Kellogg Foundation,International philanthropies & foundations,https://www.wkkf.org/,yes,,Yes — direct,,yes,,,,yes,,,yes,Active,"[""Sub-Saharan Africa"",""LMICs"",""United States"",""Latin America & Caribbean""]",yes,,"[""Food Security & Resilience"",""Smallholder Productivity"",""Digital Health (+AI)"",""Basic Education"",""Democracy & Civic Participation"",""MNCH"",""Nutrition"",""Early Childhood Development"",""Human Rights & Justice""]",,,,,,yes,,yes,,,yes,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.00M,$5.00M,$250M+,"[""Grants""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,"Publicly mapped priorities in uploaded donor intelligence include: Maternal Health & Safe Delivery. Maternal, Neonatal & Child Health. Maternal, Neonatal & Child Health (MNCH). Yes- MNCH, Nutrition/Food systems.","themes overlap with nutrition & food systems work. $8.7B assets. Focuses on US (Michigan, Mississippi, New Mexico, New Orleans), Mexico & Haiti. Priorities: racial equity, health equity, education, food systems. Limited Africa focus but maternal/child health alignment. Not a primary target for Sub-Saharan Africa.",https://www.wkkf.org; https://www.wkkf.org/grants,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Rolling / open call (no fixed deadline),,Unsolicited proposals accepted,Unknown,[],,,,,,,,,,[],,,,,,,"{""Food Security & Resilience"":4,""Smallholder Productivity"":4,""Digital Health (+AI)"":4,""Basic Education"":4,""Democracy & Civic Participation"":4,""MNCH"":5,""Nutrition"":5,""Early Childhood Development"":5,""Human Rights & Justice"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,https://www.wkkf.org/grants
3,Wellcome Trust,Wellcome,wellcome trust,Wellcome Trust; Wellcome,International philanthropies & foundations,https://wellcome.org,yes,yes,Yes — direct,,yes,yes,,,,,,yes,Active,"[""Sub-Saharan Africa"",""Global""]",yes,,"[""Research"",""Diagnostics"",""Digital Health (+AI)"",""Health Financing"",""Antimicrobial Resistance (AMR)"",""HIV/AIDS"",""Malaria & NTDs"",""Pandemic Response"",""Tuberculosis"",""MNCH"",""Vaccines"",""Mental Health"",""Climate & Health""]",yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,,,,,,yes,,,,yes,,,,,,yes,,yes,yes,yes,,,yes,,yes,,,,,,,,yes,,,,,,,,,$5.00M,$40.00M,,"[""Grants"",""Procurement / contracts""]",high,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Wellcome guidance requires applicants to check scheme eligibility and prepare a research proposal with costs. research grants generally require institutional approval and ethics/data compliance where relevant.,"Scheme-specific eligibility. Use the live Wellcome scheme page before submission. High (research‑heavy, evidence focus). £1.4B/year (~$1.8B). Largest global biomedical foundation. R&D in TB, diagnostics, and drug resistance. KEMRI-Wellcome Kenya, MRC Gambia. Collaboration with the Gates Foundation on disease modeling in Africa. Funding for malaria research: resistance, new treatments, vaccines. Programs in East and West Africa. AMR (antimicrobial resistance) = Wellcome priority. New the NGO domain 2024-2028. $2.1B committed to the Pandemic Fund with Wellcome as a founding contributor.",https://wellcome.org/research-funding/guidance/prepare-to-apply/how-to-write-wellcome-grant-application; https://wellcome.org/research-funding/guidance/prepare-to-apply/eligibility-information-grant-applicants; https://wellcome.org/research-funding/guidance/prepare-to-apply; https://wellcome.org; https://wellcome.org/research-funding; https://wellcome.org/about-us/work-with-us/contract-opportunities,2026-06-24T00:00:00+01:00,"Gibbs Building, 215 Euston Road, London NW1 2BE, United Kingdom",United Kingdom,+44 20 7611 8888,,,,,https://www.linkedin.com/company/wellcome-trust,,https://wellcome.org/about-us/contact-us,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Online portal submission,Unknown,[],,,1936,,,,,,,[],,,,,,,"{""Research"":5,""Diagnostics"":4,""Digital Health (+AI)"":4,""Health Financing"":4,""Antimicrobial Resistance (AMR)"":4,""HIV/AIDS"":4,""Malaria & NTDs"":4,""Pandemic Response"":5,""Tuberculosis"":4,""MNCH"":4,""Vaccines"":4,""Climate & Health"":5,""Mental Health"":5}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,https://wellcome.org/research-funding/guidance/prepare-to-apply/how-to-write-wellcome-grant-application|https://wellcome.org/research-funding/guidance/prepare-to-apply/eligibility-information-grant-applicants|https://wellcome.org/research-funding/guidance/prepare-to-apply|https://wellcome.org/research-funding|https://wellcome.org/about-us/work-with-us/contract-opportunities
31,World Bank Group,IDA,world bank group,International Development Association (World Bank); World Bank; World Bank/GFF; Pandemic Fund (World Bank); World Bank / GFF; World Bank / IDA (country projects & procurement); World Bank Group,Multilaterals & development banks,https://www.worldbank.org,yes,yes,Unknown,yes,yes,yes,yes,yes,,,,,Active,"[""Global"",""LMICs""]",yes,yes,"[""Diagnostics"",""Digital Health (+AI)"",""Research"",""Climate Adaptation & Resilience"",""Health Financing"",""Emergency Response"",""HIV/AIDS"",""Pandemic Response"",""MNCH"",""SRH"",""Social Protection"",""Basic Education"",""MSME & Entrepreneurship""]",yes,yes,,,,yes,yes,,yes,yes,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3.00M,$100.00M,$10-15B health annually,"[""Loans / concessional finance"",""Grants"",""Procurement / contracts"",""Technical assistance""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,"Government-led lending, grants, and technical assistance for development, including health-sector and infrastructure investments.","RMNCAH-N priority. GFF catalytic funding. KMC, neonatal interventions (DIB completed). GFF reproductive health priority. UHC scheme, health financing reforms, PBF. $280M regional program. Lab network investment. Strengthening laboratory capacities for surveillance. Early detection of epidemics. HMIS strengthening, civil registration, data quality. Digitally-enabled PHC platforms, facility infrastructure. Community engagement, frontline workers. Integrated PHC approach to NCDs. Integrated care models, chronic disease management. $280M regional. Surveillance, emergency response. $2.1B committed. 75 countries, 6 regions. Funding includes surveillance, laboratories, emergency workforce, and One Health. Contributors: USA, Gates, Rockefeller, Wellcome, and 24+ countries. Climate-related health shocks included. CEMAC regional coordination component.",https://documents1.worldbank.org/curated/en/099100925151524847/pdf/BOSIB-ba14ceb5-4f0b-4e17-8fc0-7968b33d641a.pdf; https://www.worldbank.org/en/who-we-are; https://documents.worldbank.org/en/publication/documents-reports/documentdetail/465641468236696356; https://www.worldbank.org; https://www.worldbank.org/en/projects-operations/procurement; https://www.worldbank.org/en/about/corporate-procurement/business-opportunities,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,1960,,,,,,,[],,,,,,,"{""Diagnostics"":4,""Digital Health (+AI)"":4,""Research"":4,""Climate Adaptation & Resilience"":5,""Health Financing"":5,""Emergency Response"":4,""HIV/AIDS"":4,""Pandemic Response"":4,""MNCH"":4,""SRH"":4,""MSME & Entrepreneurship"":4,""Social Protection"":5,""Basic Education"":5}",,,,,,,,,,,,Multilateral / Development Bank / Global Health Partnership,no,https://www.worldbank.org/en/projects-operations/procurement|https://www.worldbank.org/en/about/corporate-procurement/business-opportunities
78,World Diabetes Foundation,,world diabetes foundation,World Diabetes Foundation; World Diabetes Foundation (WDF),International philanthropies & foundations,https://worlddiabetesfoundation.org,yes,,Yes — direct,,yes,,,,yes,,,yes,Active,"[""Sub-Saharan Africa"",""LMICs"",""Global""]",yes,,"[""Diabetes"",""Digital Health (+AI)"",""Health Financing"",""Health Workforce"",""MNCH""]",,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00M,$50.00M,$20M–$50M+,"[""Grants""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Publicly mapped priorities in uploaded donor intelligence include: NCDs. NON-COMMUNICABLE DISEASES. Health systems strengthening (HSS). Yes - NCDs.,"Supports diabetes prevention, treatment, and health system strengthening for NCDs. the NGO could align through PHC/NCD integration pilots, digital health solutions for chronic disease management, or data-driven interventions.",https://worlddiabetesfoundation.org; https://www.worlddiabetesfoundation.org/how-to-apply; https://worlddiabetesfoundation.org/what-we-fund,2026-06-24T00:00:00+01:00,"Krogshøjvej 30A, 2880 Bagsværd, Denmark",Denmark,,contact@worlddiabetesfoundation.org,,,,https://www.linkedin.com/company/world-diabetes-foundation,,https://www.worlddiabetesfoundation.org/how-to-apply/,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Biannual (twice a year),,Unsolicited proposals accepted,Unknown,[],,,,,,,,,,[],,,,,,,"{""Diabetes"":5,""Digital Health (+AI)"":4,""Health Financing"":4,""Health Workforce"":5,""MNCH"":5}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,https://www.worlddiabetesfoundation.org/how-to-apply|https://worlddiabetesfoundation.org/what-we-fund
57,World Health Organization (WHO),WHO,world health organization,World Health Organization; World Health Organization (WHO),Multilaterals & development banks,https://www.who.int,yes,yes,Unknown,,yes,yes,,yes,,,,,Active,"[""Global""]",yes,yes,"[""Health Financing"",""Pandemic Response"",""Vaccines"",""Tuberculosis"",""Malaria & NTDs"",""Health Workforce""]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Procurement / contracts"",""Grants"",""Technical assistance""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,"UN health agency. partnership, procurement, and technical cooperation routes, not a conventional open donor grant route for NGOs.",,https://www.ungm.org/shared/knowledgecenter/pages/who; https://www.who.int/about/accountability/procurement/contract-awards; https://www.who.int; https://www.who.int/about/accountability/procurement; https://www.ungm.org/Public/Notice,2026-06-24T00:00:00+01:00,,Switzerland,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,1948,,,,,,,[],,,,,,,"{""Health Financing"":4,""Health Workforce"":5,""Malaria & NTDs"":5,""Pandemic Response"":5,""Tuberculosis"":5,""Vaccines"":5}",,,,,,,,,,,,Multilateral / Development Bank / Global Health Partnership,no,https://www.ungm.org/shared/knowledgecenter/pages/who|https://www.who.int/about/accountability/procurement/contract-awards|https://www.who.int/about/accountability/procurement|https://www.ungm.org/Public/Notice
